image_id,description,topic_fit,out_name
4627880,"Happy surprised woman feels touched to receive congratulation from old friend, enjoys free calls in roaming, laughs during smartphone talk, ",0.344486,barktest17_voicea_0.344486.wav
51456510,Surprised amused excited african-american woman in glittering shiny silver dress raise hands astonished pleased delighted meeting friend par,0.337076,barktest18_voicea_0.337076.wav
84306154,Excited cheerful curly haired woman raises hands and exclaims happily has widely opened eyes smiles broadly wears turtleneck isolated over v,0.348121,barktest19_voiceo_0.348121.wav
38217260,"Enthusiastic african american woman jumps from excitement, looks surprised and thrilled, stands over white background",0.690792,barktest20_voicee_0.690792.wav
97544111,Portrait of Asian man in casual white shirt shocked surprised happy when reading a book,0.30044,barktest21_voicee_0.30044.wav
9039999,"The senior asian man dressing in thanksgiving season color theme, wearing orange plaid shirt and black hat standing on the green background.",0.381573,barktest22_voiceo_0.381573.wav
48309458,"Chinese hiker man wearing canteen using smartphone over isolated white background scared in shock with a surprise face, afraid and excited w",0.380175,barktest23_voicey_0.380175.wav
34718217,Excited young Asian woman celebrating success with raised hands over white background,0.492634,barktest24_voicey_0.492634.wav
35667449,Excited Asian Muslim woman celebrating victory isolated over white background,0.381566,barktest25_voicey_0.381566.wav
98371315,Handsome young man in blue shirts isolated on white background standing celebrating surprised and amazed for success with arms raised,0.310332,barktest26_voicex_0.310332.wav
35040864,"young hispanic woman with open mouth pointing downwards with both hands, looking shocked, amazed and surprised",0.504592,barktest27_voicey_0.504592.wav
34369906,young hispanic woman looking happy and pleasantly surprised. christmas concept,0.613412,barktest28_voicee_0.613412.wav
37400908,"black afro woman looking happy and pleasantly surprised, excited with a fascinated and shocked expression. housekeeping concept.. household ",0.449546,barktest29_voicer_0.449546.wav
57769665,"looking happy, surprised, proud and excited, pointing to self",0.356942,barktest30_voicey_0.356942.wav
40857501,"afro black woman feeling happy, surprised and proud, pointing to self with an excited, amazed look",0.412101,barktest31_voicea_0.412101.wav
42637584,"black afro woman looking shocked and surprised with mouth wide open, pointing to self",0.510388,barktest32_voicey_0.510388.wav
40326265,"afro woman feeling shocked, excited and happy, laughing and celebrating success, saying wow!. smoothy concept",0.463132,barktest33_voicea_0.463132.wav
40871041,"afro woman feeling happy, surprised and proud, pointing to self with an excited, amazed look. music concept",0.331255,barktest34_voiceo_0.331255.wav
39129822,"afro woman feeling shocked, excited and happy, laughing and celebrating success, saying wow!. music concept",0.411317,barktest35_voicee_0.411317.wav
33215883,Young african american woman wearing basketball uniform celebrating crazy and amazed for success with arms raised and open eyes screaming ex,0.3911,barktest36_voicer_0.3911.wav
38981165,"afro black woman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable",0.65107,barktest37_voicer_0.65107.wav
39129835,"afro woman looking happy and pleasantly surprised, excited with a fascinated and shocked expression. music concept",0.338768,barktest38_voicex_0.338768.wav
40022197,"afro woman feeling shocked, excited and happy, laughing and celebrating success, saying wow! chef concept",0.412335,barktest39_voicea_0.412335.wav
36641175,"afro woman looking happy and pleasantly surprised, excited with a fascinated and shocked expression. basketball concept",0.443444,barktest40_voicey_0.443444.wav
57771384,"looking happy, surprised, proud and excited, pointing to self",0.357519,barktest41_voicer_0.357519.wav
33215581,Young african american woman playing violin celebrating crazy and amazed for success with open eyes screaming excited.,0.615804,barktest42_voicer_0.615804.wav
36325217,"afro woman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable. basketball concept",0.619793,barktest43_voicex_0.619793.wav
40210918,Young african american woman wearing casual clothes celebrating crazy and amazed for success with arms raised and open eyes screaming excite,0.586136,barktest44_voicex_0.586136.wav
40149025,Young african american woman wearing casual clothes celebrating crazy and amazed for success with arms raised and open eyes screaming excite,0.585123,barktest45_voicee_0.585123.wav
40148817,Young african american woman wearing casual clothes celebrating surprised and amazed for success with arms raised and open eyes. winner conc,0.539745,barktest46_voicea_0.539745.wav
58044149,"young pretty businesswoman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable against white wall",0.520974,barktest47_voicex_0.520974.wav
42027318,"young pretty woman feeling happy, surprised and proud, pointing to self with an excited, amazed look with headphones and microphone",0.308113,barktest48_voicer_0.308113.wav
57998552,"young pretty businesswoman feeling shocked, amazed and surprised, holding glasses with astonished, disbelieving look against white wall",0.631758,barktest49_voiceo_0.631758.wav
35181150,"young pretty woman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable with headphones and microp",0.628325,barktest50_voiceo_0.628325.wav
40108818,"latin woman looking extremely happy and surprised, celebrating success, shouting and jumping",0.590801,barktest51_voicex_0.590801.wav
37232954,"Beautiful young african american woman over isolated background Crazy and scared with hands on head, afraid and surprised of shock with open",0.301975,barktest52_voicex_0.301975.wav
14698170,"Excited young ethnic female in striped t shirt gesticulating, clenching fists, closed eyes and celebrating success against gray background",0.362222,barktest53_voicex_0.362222.wav
36578957,"young black woman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable holding a piggy bank",0.639603,barktest54_voiceo_0.639603.wav
37085711,"young black woman feeling happy, surprised and proud, shouting and celebrating success with a big smile against white wall",0.427725,barktest55_voicea_0.427725.wav
40889020,"young black woman feeling happy, surprised and proud, pointing to self with an excited, amazed look holding a piggy bank",0.40796,barktest56_voicer_0.40796.wav
36579001,"young black woman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable holding dollar banknotes",0.794074,barktest57_voicey_0.794074.wav
33871435,positively surprised young woman drying her hair on white background,0.746382,barktest58_voiceo_0.746382.wav
52126884,Successful smiling black African American business woman in suit. Kuala Lumpur cityscape. The concept of woman in business. KL skyscrapers. ,0.609177,barktest59_voicee_0.609177.wav
2913136,"A happy student student in a vest and shirt screams, open mouth, surprise",0.708355,barktest60_voicex_0.708355.wav
3175079,"Girl-teacher with glasses laughs, keeps herself for pigtails on a white background",0.444705,barktest61_voicex_0.444705.wav
2863046,Emotional woman with pigtails in white t-shirt fashionable clothes pink background,0.534121,barktest62_voiceo_0.534121.wav
15467218,Winning success woman happy ecstatic celebrating being a winner. dynamic energetic image of female model,0.739711,barktest63_voiceo_0.739711.wav
37359232,Brunette woman holding folded laundry after ironing celebrating crazy and amazed for success with open eyes screaming excited.,0.461364,barktest64_voicex_0.461364.wav
2977775,Young girl opening a white box on background embroidered with a smile,0.835225,barktest65_voiceo_0.835225.wav
15949257,Portrait of astonished lady take off glasses open mouth hold hundred banknotes isolated on beige color background,0.324448,barktest66_voicea_0.324448.wav
37716688,"A young woman sits by the pool . the girl is outraged, surprised, scared. selective focus",0.31876,barktest67_voicex_0.31876.wav
33472837,Young beautiful teacher woman wearing sweater and glasses sitting on the floor at kindergarten celebrating surprised and amazed for success ,0.381506,barktest68_voicee_0.381506.wav
38555040,Surprised woman with beer on white background. St. Patrick's Day celebration,0.66955,barktest69_voicer_0.66955.wav
34562683,Surprised woman with shopping bags sitting in armchair on white background,0.403192,barktest70_voicer_0.403192.wav
4055625,Young volunteer celebrating success,0.502841,barktest71_voicex_0.502841.wav
41790651,"Young african american woman with curly hair cut out isolated praying for luck, amazed and opening mouth looking to front.",0.334276,barktest72_voiceo_0.334276.wav
39355329,"Young african american woman isolated celebrating a victory or success, he is surprised and shocked.",0.532412,barktest73_voicex_0.532412.wav
34826519,"Young Brazilian woman isolated on blue background praying for luck, amazed and opening mouth looking to front.",0.35877,barktest74_voicey_0.35877.wav
40151271,"young african american woman feeling shocked, excited and happy, laughing and celebrating success, saying wow! with a credit card",0.457879,barktest75_voicea_0.457879.wav
33385636,"young african american woman feeling happy, astonished, lucky and surprised, like saying omg seriously? Unbelievable against pink wall",0.347192,barktest76_voicee_0.347192.wav
37685863,"young woman african american feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable against flat wal",0.68469,barktest77_voicee_0.68469.wav
40273071,"young african american woman feeling shocked, excited and happy, laughing and celebrating success, saying wow! with a piggy bank",0.504169,barktest78_voiceo_0.504169.wav
35033340,Shocked woman portrait in studio. Surprised girl on white background,0.567291,barktest79_voicea_0.567291.wav
35978144,Young brunette in casual wear isolated on green background happy look to camera shocked amazed surprised cover mouth with hands,0.368055,barktest80_voicey_0.368055.wav
36973126,"young afro woman feeling happy, surprised and proud, pointing to self with an excited, amazed look",0.34213,barktest81_voicey_0.34213.wav
33385460,"young afro woman feeling happy, astonished, lucky and surprised, like saying omg seriously? Unbelievable",0.3734,barktest82_voiceo_0.3734.wav
36973181,"young afro woman looking happy and pleasantly surprised, excited with a fascinated and shocked expression. holidays concept",0.419179,barktest83_voicea_0.419179.wav
33385356,"young afro woman feeling shocked, excited and happy, laughing and celebrating success, saying wow!",0.505842,barktest84_voicer_0.505842.wav
39277137,"young afro woman feeling happy, excited, surprised or shocked, smiling and astonished at something unbelievable",0.65757,barktest85_voiceo_0.65757.wav
35641478,African american woman wearing casual striped dress standing over isolated pink background celebrating surprised and amazed for success with,0.471893,barktest86_voicey_0.471893.wav
35515890,African american woman wearing casual striped dress standing over isolated pink background celebrating crazy and amazed for success with arm,0.373796,barktest87_voicer_0.373796.wav
41303076,Young afro american doctor woman over isolated background celebrating crazy and amazed for success with arms raised and open eyes screaming ,0.398022,barktest88_voicea_0.398022.wav
37469147,"African american woman on vacation wearing bikini standing over isolated yellow background afraid and shocked, surprise and amazed expressio",0.377795,barktest89_voicer_0.377795.wav
34894857,Young afro american woman wearing glasses over isolated background celebrating surprised and amazed for success with arms raised and open ey,0.482049,barktest90_voicex_0.482049.wav
41303296,Young afro american doctor woman over isolated background excited for success with arms raised celebrating victory smiling. Winner concept.,0.301851,barktest91_voicea_0.301851.wav
21376869,Black White photo of a beautiful man. Business suit. macho.Style.,0.64109,barktest92_voicee_0.64109.wav
14510330,"A funny, surprised man with curly hair stands against a green background and holds his smartphone with both hands, carefully looking into it",0.338871,barktest93_voicer_0.338871.wav
49634017,Young gay couple standing over isolated white background celebrating surprised and amazed for success with arms raised and open eyes. winner,0.376582,barktest94_voicex_0.376582.wav
49634462,Young handsome man wearing casual striped sweater standing over isolated pink background celebrating mad and crazy for success with arms rai,0.380192,barktest95_voicex_0.380192.wav
11345270,Angry irritated young business man in classic black suit shirt tie posing isolated on grey background. achievement career wealth business co,0.308337,barktest96_voicee_0.308337.wav
8050311,Surprised young man in santa hat looking inside a box on the white background,0.542609,barktest97_voicea_0.542609.wav
10160630,"Impressed handsome bearded adult guy with tattoos, pointing and looking down with surprised and curious expression, seeing something impress",0.403206,barktest98_voicea_0.403206.wav
48649768,Handsome man eating fresh healthy salad celebrating crazy and amazed for success with arms raised and open eyes screaming excited. Winner co,0.468739,barktest99_voicex_0.468739.wav
48373476,Handsome man over yellow wall with glasses and surprised,0.324744,barktest100_voicer_0.324744.wav
